INSERT INTO `students` (`id`, `degree_id`, `name`, `surname`, `date_of_birth`, `fiscal_code`, `enrolment_date`, `registration_number`, `email`) VALUES
('Lucrezia', '1987-06-01'),
('Ermes', '1987-05-31'),
('Morgana', '1987-05-30'),
('Miriana', '1987-05-29'),
('Matilde', '1987-05-27'),
('Cesidia', '1987-05-25'),
('Loretta', '1987-05-23'),
('Albino', '1987-05-23'),
('Augusto', '1987-05-22'),
('Giovanna', '1987-05-21'),
('Serse', '1987-05-19'),
('Jarno', '1987-05-16'),
('Lucia', '1987-05-15'),
('Ettore', '1987-05-15'),
('Omar', '1987-05-11'),
('Mariano', '1987-05-08'),
('Nayade', '1987-04-25'),
('Battista', '1987-04-23'),
('Selvaggia', '1987-04-16'),
('Oreste', '1987-04-16'),
('Fiorentino', '1987-04-15'),
('Aroldo', '1987-04-15'),
('Cosetta', '1987-04-15'),
('Fiorenzo', '1987-04-15'),
('Davis', '1987-04-09'),
('Rufo', '1987-04-07'),
('Manuele', '1987-04-04'),
('Oreste', '1987-03-30'),
('Loretta', '1987-03-25'),
('Samira', '1987-03-23'),
('Domingo', '1987-03-20'),
('Demian', '1987-03-20'),
('Omar', '1987-03-13'),
('Matteo', '1987-03-08'),
('Akira', '1987-03-07'),
('Cira', '1987-03-03'),
('Jack', '1987-03-02'),
('Vitalba', '1987-02-23'),
('Rosalino', '1987-02-23'),
('Giobbe', '1987-02-20'),
('Arcibaldo', '1987-02-16'),
('Nabil', '1987-02-15'),
('Artes', '1987-02-13'),
('Giacinta', '1987-02-12'),
('Zaccaria', '1987-02-12'),
('Rosaria', '1987-02-12'),
('Lino', '1987-02-12'),
('Rosalino', '1987-02-02'),
('Timothy', '1987-01-27'),
('Mariagiulia', '1987-01-27'),
('Marvin', '1987-01-26'),
('Marina', '1987-01-26'),
('Gregorio', '1987-01-23'),
('Fulvio', '1987-01-21'),
('Noemi', '1987-01-21'),
('Brigitta', '1987-01-21'),
('Violante', '1987-01-20'),
('Sarita', '1987-01-18'),
('Mariagiulia', '1987-01-15'),
('Orfeo', '1987-01-14'),
('Ariel', '1987-01-09'),
('Antimo', '1987-01-07'),
('Piccarda', '1987-01-05'),
('Eriberto', '1987-01-04'),
('Boris', '1987-01-02'),
('Ursula', '1987-01-02'),
('Nayade', '1987-01-01'),
('Loredana', '1986-12-31'),
('Damiana', '1986-12-30'),
('Enzo', '1986-12-30'),
('Marianita', '1986-12-27'),
('Aroldo', '1986-12-27'),
('Genziana', '1986-12-26'),
('Noel', '1986-12-24'),
('Rosalba', '1986-12-23'),
('Sabatino', '1986-12-22'),
('Flavio', '1986-12-19'),
('Patrizio', '1986-12-19'),
('Alessandro', '1986-12-16'),
('Noemi', '1986-12-08'),
('Patrizio', '1986-12-05'),
('Sirio', '1986-12-05'),
('Elda', '1986-12-03'),
('Gastone', '1986-12-02'),
('Eufemia', '1986-11-26'),
('Claudia', '1986-11-12'),
('Sebastian', '1986-11-10'),
('Mercedes', '1986-11-10'),
('Terzo', '1986-11-10'),
('Gabriele', '1986-11-08'),
('Ortensia', '1986-11-06'),
('Naomi', '1986-11-02'),
('Maika', '1986-10-31'),
('Xavier', '1986-10-29'),
('Lucrezia', '1986-10-27'),
('Arcibaldo', '1986-10-26'),
('Piccarda', '1986-10-18'),
('Damiana', '1986-10-18'),
('Concetta', '1986-10-16'),
('Guendalina', '1986-10-16'),
('Mietta', '1986-10-07'),
('Rosalino', '1986-10-02'),
('Joseph', '1986-10-01'),
('Kris', '1986-10-01'),
('Nayade', '1986-10-01'),
('Luigi', '1986-09-30'),
('Elio', '1986-09-30'),
('Egisto', '1986-09-29'),
('Ruth', '1986-09-27'),
('Pierfrancesco', '1986-09-24'),
('Flaviana', '1986-09-20'),
('Quirino', '1986-09-19'),
('Naomi', '1986-09-18'),
('Caio', '1986-09-15'),
('Demi', '1986-09-13'),
('Pacifico', '1986-09-12'),
('Luce', '1986-09-09'),
('Jarno', '1986-09-02'),
('Ilario', '1986-09-02'),
('Alessandro', '1986-08-29'),
('Donatella', '1986-08-27'),
('Irene', '1986-08-23'),
('Claudia', '1986-08-18'),
('Guendalina', '1986-08-18'),
('Marvin', '1986-08-15'),
('Jarno', '1986-08-15'),
('Tosca', '1986-08-14'),
('Irene', '1986-08-11'),
('Ilario', '1986-08-11'),
('Jacopo', '1986-08-08'),
('Elga', '1986-08-06'),
('Giacinta', '1986-08-04'),
('Vinicio', '1986-08-03'),
('Fortunata', '1986-08-03'),
('Radames', '1986-08-02'),
('Gianriccardo', '1986-08-02'),
('Guido', '1986-08-01'),
('Filomena', '1986-07-30'),
('Elga', '1986-07-26'),
('Gianriccardo', '1986-07-26'),
('Cassiopea', '1986-07-24'),
('Samira', '1986-07-20'),
('Maika', '1986-07-18'),
('Lucia', '1986-07-14'),
('Gianmarco', '1986-07-10'),
('Sabatino', '1986-07-09'),
('Lidia', '1986-07-09'),
('Quarto', '1986-07-07'),
('Piccarda', '1986-07-05'),
('Grazia', '1986-07-04'),
('Sandro', '1986-07-04'),
('Tazio', '1986-07-01'),
('Ingrid', '1986-06-28'),
('Sebastian', '1986-06-26'),
('Mauro', '1986-06-21'),
('Prisca', '1986-06-21'),
('Laura', '1986-06-20'),
('Matilde', '1986-06-19'),
('Romolo', '1986-06-18'),
('Ione', '1986-06-11'),
('Trevis', '1986-06-09'),
('Dimitri', '1986-06-07'),
('Evita', '1986-06-05'),
('Mercedes', '1986-05-30'),
('Ivonne', '1986-05-29'),
('Enrico', '1986-05-25'),
('Osea', '1986-05-22'),
('Michele', '1986-05-21'),
('Giacinta', '1986-05-19'),
('Felicia', '1986-05-17'),
('Ippolito', '1986-05-17'),
('Artemide', '1986-05-15'),
('Noemi', '1986-05-15'),
('Ione', '1986-05-14'),
('Costanzo', '1986-05-09'),
('Orfeo', '1986-05-05'),
('Nayade', '1986-05-03'),
('Ingrid', '1986-05-03'),
('Valdo', '1986-05-02'),
('Ilario', '1986-05-01'),
('Danny', '1986-04-30'),
('Cleopatra', '1986-04-29'),
('Santo', '1986-04-26'),
('Gilda', '1986-04-26'),
('Pericle', '1986-04-22'),
('Folco', '1986-04-16'),
('Ivonne', '1986-04-14'),
('Sibilla', '1986-04-14'),
('Prisca', '1986-04-11'),
('Mariano', '1986-04-10'),
('Kociss', '1986-04-06'),
('Ursula', '1986-04-03'),
('Matilde', '1986-03-28'),
('Diana', '1986-03-25'),
('Mietta', '1986-03-24'),
('Donatella', '1986-03-24'),
('Michele', '1986-03-24'),
('Akira', '1986-03-20'),
('Filomena', '1986-03-19'),
('Alberto', '1986-03-18'),
('Manfredi', '1986-03-17'),
('Doriana', '1986-03-14'),
('Ferdinando', '1986-03-10'),
('Luce', '1986-03-08'),
('Gastone', '1986-03-07'),
('Kayla', '1986-03-07'),
('Artemide', '1986-03-04'),
('Sibilla', '1986-02-28'),
('Noemi', '1986-02-28'),
('Joseph', '1986-02-25'),
('Clea', '1986-02-24'),
('Rosalba', '1986-02-23'),
('Rosolino', '1986-02-17'),
('Arduino', '1986-02-17'),
('Genziana', '1986-02-14'),
('Kristel', '1986-02-14'),
('Leone', '1986-02-14'),
('Vitalba', '1986-02-13'),
('Alessio', '1986-02-12'),
('Ian', '1986-02-09'),
('Irene', '1986-02-08'),
('Osea', '1986-02-05'),
('Ruth', '1986-02-03'),
('Cleros', '1986-02-03'),
('Jole', '1986-01-31'),
('Ruth', '1986-01-30'),
('Zelida', '1986-01-27'),
('Cesidia', '1986-01-25'),
('Pericle', '1986-01-21'),
('Vania', '1986-01-21'),
('Flaviana', '1986-01-18'),
('Isira', '1986-01-16'),
('Cosetta', '1986-01-15'),
('Enrica', '1986-01-12'),
('Noah', '1986-01-11'),
('Michele', '1986-01-06'),
('Sibilla', '1986-01-03'),
('Emilia', '1985-12-27'),
('Samira', '1985-12-23'),
('Mariapia', '1985-12-20'),
('Elio', '1985-12-18'),
('Romolo', '1985-12-18'),
('Sasha', '1985-12-18'),
('Valdo', '1985-12-17'),
('Manfredi', '1985-12-17'),
('Quasimodo', '1985-12-16'),
('Giancarlo', '1985-12-15'),
('Rodolfo', '1985-12-15'),
('Aaron', '1985-12-14'),
('Ione', '1985-12-13'),
('Assia', '1985-12-11'),
('Matilde', '1985-12-09'),
('Muzio', '1985-12-06'),
('Assia', '1985-12-02'),
('Gaetano', '1985-12-02'),
('Donatella', '1985-11-26'),
('Giorgio', '1985-11-25'),
('Laerte', '1985-11-23'),
('Mirco', '1985-11-23'),
('Kayla', '1985-11-22'),
('Doriana', '1985-11-20'),
('Lino', '1985-11-20'),
('Iacopo', '1985-11-18'),
('Domiziano', '1985-11-17'),
('Costanzo', '1985-11-16'),
('Evita', '1985-11-14'),
('Cristyn', '1985-11-06'),
('Celeste', '1985-11-04'),
('Rosaria', '1985-11-03'),
('Celeste', '1985-10-26'),
('Kayla', '1985-10-20'),
('Pericle', '1985-10-18'),
('Omar', '1985-10-18'),
('Gioacchino', '1985-10-15'),
('Cosetta', '1985-10-10'),
('Cristyn', '1985-10-04'),
('Rudy', '1985-10-03'),
('Rosalba', '1985-10-01'),
('Prisca', '1985-09-29'),
('Pericle', '1985-09-27'),
('Santo', '1985-09-27'),
('Giulietta', '1985-09-19'),
('Tazio', '1985-09-16'),
('Deborah', '1985-09-16'),
('Cosetta', '1985-09-15'),
('Noah', '1985-09-15'),
('Lazzaro', '1985-09-14'),
('Vitalba', '1985-09-14'),
('Luna', '1985-09-14'),
('Manuele', '1985-09-14'),
('Doriana', '1985-09-14'),
('Antimo', '1985-09-14'),
('Fabiano', '1985-09-13'),
('Vera', '1985-09-10'),
('Eriberto', '1985-09-08'),
('Vera', '1985-09-07'),
('Jelena', '1985-09-07'),
('Benedetta', '1985-09-05'),
('Albino', '1985-09-04'),
('Filomena', '1985-09-03'),
('Serse', '1985-09-03'),
('Samuel', '1985-08-26'),
('Miriana', '1985-08-22'),
('Nico', '1985-08-16'),
('Sabatino', '1985-08-13'),
('Elio', '1985-08-10'),
('Evita', '1985-08-06'),
('Demi', '1985-08-03'),
('Ursula', '1985-08-03'),
('Diana', '1985-08-01'),
('Emilia', '1985-07-29'),
('Evita', '1985-07-26'),
('Gianmarco', '1985-07-26'),
('Selvaggia', '1985-07-23'),
('Celeste', '1985-07-22'),
('Renato', '1985-07-22'),
('Ermes', '1985-07-21'),
('Dylan', '1985-07-20'),
('Nunzia', '1985-07-19'),
('Zelida', '1985-07-16'),
('Cecco', '1985-07-15'),
('Olimpia', '1985-07-14'),
('Augusto', '1985-07-08'),
('Eusebio', '1985-07-08'),
('Cecco', '1985-07-06'),
('Arcibaldo', '1985-07-04'),
('Noah', '1985-06-30'),
('Monia', '1985-06-29'),
('Costanzo', '1985-06-28'),
('Mariano', '1985-06-27'),
('Gaetano', '1985-06-25'),
('Concetta', '1985-06-20'),
('Maruska', '1985-06-17'),
('Ileana', '1985-06-16'),
('Cleopatra', '1985-06-15'),
('Odone', '1985-06-15'),
('Luigi', '1985-06-04'),
('Erminio', '1985-06-03'),
('Gianmarco', '1985-06-02'),
('Jelena', '1985-06-02'),
('Thea', '1985-06-01'),
('Vera', '1985-05-29'),
('Cleros', '1985-05-28'),
('Harry', '1985-05-26'),
('Doriana', '1985-05-25'),
('Neri', '1985-05-21'),
('Soriana', '1985-05-19'),
('Damiana', '1985-05-12'),
('Giobbe', '1985-05-11'),
('Erminia', '1985-05-10'),
('Enrica', '1985-05-07'),
('Audenico', '1985-05-05'),
('Dante', '1985-05-04'),
('Nestore', '1985-05-02'),
('Cosetta', '1985-05-01'),
('Thea', '1985-04-28'),
('Giacinta', '1985-04-25'),
('Ariel', '1985-04-20'),
('Siro', '1985-04-17'),
('Artes', '1985-04-16'),
('Pierfrancesco', '1985-04-16'),
('Luce', '1985-04-14'),
('Giancarlo', '1985-04-14'),
('Nazzareno', '1985-04-12'),
('Baldassarre', '1985-04-11'),
('Luigi', '1985-04-06'),
('Caligola', '1985-04-06'),
('Miriam', '1985-03-31'),
('Cassiopea', '1985-03-30'),
('Timothy', '1985-03-27'),
('Carlo', '1985-03-26'),
('Isabel', '1985-03-23'),
('Diamante', '1985-03-21'),
('Penelope', '1985-03-17'),
('Maria', '1985-03-16'),
('Dante', '1985-03-16'),
('Eustachio', '1985-03-16'),
('Flaviana', '1985-03-11'),
('Clodovea', '1985-03-11'),
('Violante', '1985-03-06'),
('Terzo', '1985-03-05'),
('Irene', '1985-03-04'),
('Osea', '1985-03-04'),
('Piererminio', '1985-03-01'),
('Assia', '1985-02-28'),
('Joseph', '1985-02-24'),
('Clodovea', '1985-02-24'),
('Evangelista', '1985-02-18'),
('Giacinta', '1985-02-18'),
('Tosca', '1985-02-16'),
('Enzo', '1985-02-11'),
('Flaviana', '1985-02-09'),
('Gaetano', '1985-02-08'),
('Amos', '1985-02-07'),
('Albino', '1985-02-06'),
('Clodovea', '1985-02-03'),
('Lucia', '1985-01-25'),
('Nicoletta', '1985-01-22'),
('Giovanna', '1985-01-21'),
('Nicoletta', '1985-01-18'),
('Germano', '1985-01-13'),
('Luigi', '1985-01-06'),
('Donatella', '1985-01-02'),
('Enzo', '1985-01-01'),
('Morgana', '1984-12-31'),
('Mattia', '1984-12-29'),
('Naomi', '1984-12-29'),
('Thea', '1984-12-28'),
('Augusto', '1984-12-26'),
('Gastone', '1984-12-25'),
('Diana', '1984-12-23'),
('Shaira', '1984-12-16'),
('Miriana', '1984-12-14'),
('Mietta', '1984-12-10'),
('Flavio', '1984-12-10'),
('Timothy', '1984-12-08'),
('Marcella', '1984-12-08'),
('Kristel', '1984-12-06'),
('Odone', '1984-12-06'),
('Rosaria', '1984-12-05'),
('Fiorentino', '1984-11-30'),
('Elga', '1984-11-26'),
('Nayade', '1984-11-19'),
('Jole', '1984-11-19'),
('Emilia', '1984-11-18'),
('Hector', '1984-11-18'),
('Osea', '1984-11-16'),
('Nick', '1984-11-16'),
('Enrico', '1984-11-16'),
('Cira', '1984-11-14'),
('Evita', '1984-11-13'),
('Maruska', '1984-11-13'),
('Pericle', '1984-11-12'),
('Giordano', '1984-11-12'),
('Joey', '1984-11-12'),
('Damiana', '1984-11-11'),
('Carmela', '1984-11-10'),
('Grazia', '1984-11-08'),
('Penelope', '1984-11-04'),
('Nunzia', '1984-11-03'),
('Xavier', '1984-10-28'),
('Marcella', '1984-10-26'),
('Tosca', '1984-10-25'),
('Marina', '1984-10-25'),
('Loretta', '1984-10-21'),
('Loredana', '1984-10-19'),
('Emilia', '1984-10-19'),
('Rudy', '1984-10-18'),
('Samira', '1984-10-17'),
('Joey', '1984-10-16'),
('Monia', '1984-10-15'),
('Isabel', '1984-10-14'),
('Enzo', '1984-10-14'),
('Nabil', '1984-10-14'),
('Diamante', '1984-10-11'),
('Clea', '1984-10-11'),
('Lia', '1984-10-06'),
('Luigi', '1984-09-30'),
('Sarita', '1984-09-28'),
('Fernando', '1984-09-26'),
('Erminio', '1984-09-26'),
('Rosalba', '1984-09-23'),
('Enrico', '1984-09-22'),
('Danthon', '1984-09-20'),
('Prisca', '1984-09-20'),
('Umberto', '1984-09-20'),
('Brigitta', '1984-09-18'),
('Radames', '1984-09-13'),
('Marino', '1984-09-09'),
('Lucrezia', '1984-09-08'),
('Cristyn', '1984-09-08'),
('Maruska', '1984-09-03'),
('Modesto', '1984-08-31'),
('Damiano', '1984-08-29'),
('Luce', '1984-08-28'),
('Marcella', '1984-08-23'),
('Costanzo', '1984-08-22'),
('Ursula', '1984-08-22'),
('Marianita', '1984-08-18'),
('Anastasio', '1984-08-15'),
('Marvin', '1984-08-14'),
('Neri', '1984-08-11'),
('Loretta', '1984-08-10'),
('Marcella', '1984-08-10'),
('Donatella', '1984-08-03'),
('Ferdinando', '1984-07-31'),
('Piererminio', '1984-07-26'),
('Liborio', '1984-07-23'),
('Guendalina', '1984-07-21'),
('Jole', '1984-07-21'),
('Lamberto', '1984-07-15'),
('Arduino', '1984-07-14'),
('Miriam', '1984-07-14'),
('Dimitri', '1984-07-12'),
('Gianleonardo', '1984-07-10'),
('Antonino', '1984-07-10'),
('Maika', '1984-07-09'),
('Ubaldo', '1984-07-05'),
('Ferdinando', '1984-07-03'),
('Samira', '1984-07-02'),
('Maika', '1984-06-30'),
('Cesidia', '1984-06-28'),
('Sasha', '1984-06-26'),
('Omar', '1984-06-25'),
('Sue ellen', '1984-06-25'),
('Boris', '1984-06-20'),
('Benedetta', '1984-06-16'),
('Fortunata', '1984-06-15'),
('Luce', '1984-06-14'),
('Fatima', '1984-06-09'),
('Liborio', '1984-06-04'),
('Loretta', '1984-06-03'),
('Giordano', '1984-06-02'),
('Diamante', '1984-06-02'),
('Nico', '1984-05-27'),
('Fortunata', '1984-05-26'),
('Luce', '1984-05-23'),
('Tancredi', '1984-05-22'),
('Danthon', '1984-05-21'),
('Leonardo', '1984-05-21'),
('Dindo', '1984-05-19'),
('Monia', '1984-05-19'),
('Demi', '1984-05-16'),
('Enrica', '1984-05-13'),
('Eriberto', '1984-05-12'),
('Gregorio', '1984-05-11'),
('Mariagiulia', '1984-05-09'),
('Amerigo', '1984-05-09'),
('Enrica', '1984-05-09'),
('Marianita', '1984-05-05'),
('Fiorentino', '1984-04-30'),
('Guido', '1984-04-27'),
('Manfredi', '1984-04-24'),
('Sebastian', '1984-04-20'),
('Isabel', '1984-04-16'),
('Claudia', '1984-04-13'),
('Arturo', '1984-04-12'),
('Piersilvio', '1984-04-11'),
('Kris', '1984-04-10'),
('Maria', '1984-04-06'),
('Ivonne', '1984-04-05'),
('Bortolo', '1984-04-02'),
('Rosalba', '1984-04-02'),
('Lisa', '1984-03-30'),
('Michele', '1984-03-27'),
('Ortensia', '1984-03-26'),
('Flaviana', '1984-03-23'),
('Jole', '1984-03-22'),
('Irene', '1984-03-17'),
('Assia', '1984-03-16'),
('Gerlando', '1984-03-13'),
('Ubaldo', '1984-03-05'),
('Ivonne', '1984-03-04'),
('Fabiano', '1984-03-02'),
('Nico', '1984-03-01'),
('Cosetta', '1984-02-22'),
('Fatima', '1984-02-17'),
('Gioacchino', '1984-02-15'),
('Ruth', '1984-02-14'),
('Manuele', '1984-02-09'),
('Egisto', '1984-02-06'),
('Elio', '1984-02-01'),
('Cassiopea', '1984-01-30'),
('Lisa', '1984-01-29'),
('Brigitta', '1984-01-23'),
('Artemide', '1984-01-22'),
('Lia', '1984-01-21'),
('Anastasio', '1984-01-18'),
('Jack', '1984-01-18'),
('Laerte', '1984-01-17'),
('Yago', '1984-01-16'),
('Ian', '1984-01-08'),
('Ilario', '1984-01-03'),
('Kristel', '1984-01-01'),
('Sandro', '1983-12-27'),
('Arturo', '1983-12-26'),
('Olimpia', '1983-12-22'),
('Oreste', '1983-12-20'),
('Luigi', '1983-12-19'),
('Elda', '1983-12-18'),
('Guendalina', '1983-12-18'),
('Joseph', '1983-12-16'),
('Nico', '1983-12-15'),
('Gilda', '1983-12-14'),
('Sue ellen', '1983-12-05'),
('Ione', '1983-12-05'),
('Pierfrancesco', '1983-12-03'),
('Maruska', '1983-12-01'),
('Giuliano', '1983-12-01'),
('Jelena', '1983-11-30'),
('Pericle', '1983-11-29'),
('Eliziario', '1983-11-29'),
('Irene', '1983-11-25'),
('Zelida', '1983-11-18'),
('Emilia', '1983-11-18'),
('Eriberto', '1983-11-16'),
('Luce', '1983-11-14'),
('Irene', '1983-11-09'),
('Demi', '1983-11-09'),
('Piccarda', '1983-11-04'),
('Leonardo', '1983-11-04'),
('Vania', '1983-10-31'),
('Ferdinando', '1983-10-30'),
('Celeste', '1983-10-20'),
('Giorgio', '1983-10-20'),
('Marina', '1983-10-20'),
('Grazia', '1983-10-17'),
('Danthon', '1983-10-15'),
('Enzo', '1983-10-14'),
('Concetta', '1983-10-07'),
('Bacchisio', '1983-10-05'),
('Patrizio', '1983-10-01'),
('Edvige', '1983-10-01'),
('Sabino', '1983-10-01'),
('Davis', '1983-09-28'),
('Rocco', '1983-09-22'),
('Silvano', '1983-09-20'),
('Lazzaro', '1983-09-18'),
('Prisca', '1983-09-17'),
('Radames', '1983-09-17'),
('Lia', '1983-09-16'),
('Folco', '1983-09-16'),
('Giulietta', '1983-09-12'),
('Ione', '1983-09-12'),
('Gianmaria', '1983-09-11'),
('Zelida', '1983-09-10'),
('Rosalba', '1983-09-10'),
('Vitalba', '1983-09-07'),
('Nick', '1983-09-06'),
('Arduino', '1983-09-04'),
('Giobbe', '1983-09-03'),
('Joseph', '1983-08-30'),
('Karim', '1983-08-28'),
('Thea', '1983-08-28'),
('Xavier', '1983-08-26'),
('Tazio', '1983-08-26'),
('Brigitta', '1983-08-23'),
('Piccarda', '1983-08-21'),
('Claudia', '1983-08-20'),
('Giordano', '1983-08-19'),
('Fiorentino', '1983-08-12'),
('Mariapia', '1983-08-10'),
('Rosalba', '1983-08-08'),
('Tolomeo', '1983-08-07'),
('Prisca', '1983-08-06'),
('Caligola', '1983-08-04'),
('Sasha', '1983-08-03'),
('Lazzaro', '1983-08-02'),
('Audenico', '1983-07-28'),
('Laura', '1983-07-22'),
('Fatima', '1983-07-22'),
('Michele', '1983-07-21'),
('Laerte', '1983-07-21'),
('Diamante', '1983-07-21'),
('Maria', '1983-07-21'),
('Giacinto', '1983-07-14'),
('Ileana', '1983-07-13'),
('Aroldo', '1983-07-12'),
('Isira', '1983-07-11'),
('Costanzo', '1983-07-07'),
('Benedetta', '1983-07-07'),
('Naomi', '1983-07-05'),
('Amos', '1983-07-02'),
('Morgana', '1983-07-02'),
('Cosetta', '1983-07-02'),
('Marianita', '1983-06-30'),
('Lisa', '1983-06-27'),
('Irene', '1983-06-25'),
('Marieva', '1983-06-24'),
('Alighieri', '1983-06-23'),
('Donatella', '1983-06-23'),
('Kai', '1983-06-19'),
('Giordano', '1983-06-14'),
('Miriam', '1983-06-14'),
('Renzo', '1983-06-13'),
('Renato', '1983-06-11'),
('Penelope', '1983-06-02'),
('Nathan', '1983-05-31'),
('Marvin', '1983-05-31'),
('Brigitta', '1983-05-29'),
('Sebastian', '1983-05-29'),
('Ione', '1983-05-29'),
('Donatella', '1983-05-28'),
('Loredana', '1983-05-27'),
('Tazio', '1983-05-27'),
('Cosetta', '1983-05-26'),
('Vera', '1983-05-19'),
('Guendalina', '1983-05-18'),
('Michael', '1983-05-11'),
('Gaetano', '1983-05-11'),
('Odino', '1983-05-11'),
('Morgana', '1983-05-09'),
('Jole', '1983-05-07'),
('Brigitta', '1983-05-06'),
('Sandro', '1983-05-04'),
('Domiziano', '1983-05-04'),
('Neri', '1983-04-30'),
('Germano', '1983-04-22'),
('Alessio', '1983-04-20'),
('Ingrid', '1983-04-18'),
('Matilde', '1983-04-17'),
('Clodovea', '1983-04-13'),
('Genziana', '1983-04-07'),
('Kayla', '1983-04-05'),
('Jelena', '1983-03-31'),
('Fatima', '1983-03-29'),
('Cassiopea', '1983-03-28'),
('Caio', '1983-03-28'),
('Morgana', '1983-03-26'),
('Gaetano', '1983-03-25'),
('Alessio', '1983-03-16'),
('Soriana', '1983-03-11'),
('Marzio', '1983-03-06'),
('Domingo', '1983-03-05'),
('Neri', '1983-03-04'),
('Piccarda', '1983-03-03'),
('Emilia', '1983-03-03'),
('Vitalba', '1983-02-26'),
('Celeste', '1983-02-25'),
('Lorenzo', '1983-02-19'),
('Samuel', '1983-02-19'),
('Samira', '1983-02-16'),
('Marianita', '1983-02-15'),
('Maggiore', '1983-02-05'),
('Nicoletta', '1983-01-30'),
('Nicoletta', '1983-01-29'),
('Fabio', '1983-01-29'),
('Abramo', '1983-01-27'),
('Arturo', '1983-01-21'),
('Amerigo', '1983-01-18'),
('Ingrid', '1983-01-16'),
('Vitalba', '1983-01-15'),
('Maika', '1983-01-15'),
('Mirko', '1983-01-14'),
('Shaira', '1983-01-14'),
('Penelope', '1983-01-11'),
('Gianantonio', '1983-01-06'),
('Armando', '1983-01-04'),
('Antonio', '1983-01-04'),
('Radames', '1983-01-02'),
('Luce', '1983-01-01'),
('Damiana', '1982-12-31'),
('Evita', '1982-12-31'),
('Emidio', '1982-12-29'),
('Oretta', '1982-12-25'),
('Bortolo', '1982-12-25'),
('Danuta', '1982-12-24'),
('Erminia', '1982-12-23'),
('Joshua', '1982-12-22'),
('Yago', '1982-12-20'),
('Claudia', '1982-12-19'),
('Bibiana', '1982-12-19'),
('Damiana', '1982-12-19'),
('Kayla', '1982-12-14'),
('Sue ellen', '1982-12-12'),
('Giovanna', '1982-12-10'),
('Lucia', '1982-12-10'),
('Gioacchino', '1982-12-07'),
('Loretta', '1982-12-06'),
('Ercole', '1982-12-04'),
('Edipo', '1982-12-02'),
('Kayla', '1982-11-28'),
('Cassiopea', '1982-11-28'),
('Maria', '1982-11-27'),
('Vitalba', '1982-11-20'),
('Noah', '1982-11-18'),
('Gastone', '1982-11-16'),
('Ninfa', '1982-11-13'),
('Emilia', '1982-11-13'),
('Adriano', '1982-11-09'),
('Gelsomina', '1982-11-08'),
('Maruska', '1982-11-07'),
('Fabiano', '1982-11-03'),
('Mirko', '1982-11-01'),
('Caligola', '1982-10-28'),
('Alessio', '1982-10-26'),
('Eufemia', '1982-10-22'),
('Loredana', '1982-10-22'),
('Bibiana', '1982-10-16'),
('Aroldo', '1982-10-14'),
('Donatella', '1982-10-13'),
('Maruska', '1982-10-13'),
('Samira', '1982-10-12'),
('Eufemia', '1982-10-11'),
('Ludovico', '1982-10-10'),
('Emanuel', '1982-10-03'),
('Noel', '1982-10-02'),
('Quirino', '1982-10-02'),
('Moreno', '1982-10-01'),
('Kristel', '1982-09-22'),
('Elda', '1982-09-19'),
('Pericle', '1982-09-17'),
('Alberto', '1982-09-17'),
('Alessio', '1982-09-13'),
('Trevis', '1982-09-12'),
('Guido', '1982-09-12'),
('Rocco', '1982-09-07'),
('Eufemia', '1982-09-04'),
('Moreno', '1982-09-04'),
('Arcibaldo', '1982-09-03'),
('Trevis', '1982-09-01'),
('Ciro', '1982-08-22'),
('Domiziano', '1982-08-20'),
('Giacobbe', '1982-08-20'),
('Mariagiulia', '1982-08-14'),
('Kayla', '1982-08-08'),
('Ausonio', '1982-08-08'),
('Mariapia', '1982-08-03'),
('Elda', '1982-07-27'),
('Lucrezia', '1982-07-24'),
('Morgana', '1982-07-17'),
('Mattia', '1982-07-16'),
('Terzo', '1982-07-13'),
('Pericle', '1982-07-09'),
('Elga', '1982-07-08'),
('Gaetano', '1982-07-07'),
('Rocco', '1982-07-07'),
('Claudia', '1982-07-06'),
('Ulrico', '1982-07-04'),
('Lauro', '1982-07-03'),
('Gastone', '1982-06-30'),
('Odone', '1982-06-29'),
('Radio', '1982-06-28'),
('Selvaggia', '1982-06-28'),
('Teseo', '1982-06-26'),
('Priamo', '1982-06-19'),
('Fernando', '1982-06-17'),
('Quasimodo', '1982-06-15'),
('Cira', '1982-06-12'),
('Laura', '1982-06-10'),
('Giulietta', '1982-06-08'),
('Assia', '1982-06-05'),
('Evita', '1982-06-02'),
('Guido', '1982-05-31'),
('Bortolo', '1982-05-29'),
('Samira', '1982-05-28'),
('Ubaldo', '1982-05-28'),
('Damiana', '1982-05-27'),
('Nico', '1982-05-24'),
('Assia', '1982-05-21'),
('Alighiero', '1982-05-17'),
('Marcella', '1982-05-12'),
('Radames', '1982-05-06'),
('Rosolino', '1982-05-03'),
('Maruska', '1982-05-01'),
('Giacobbe', '1982-04-28'),
('Silverio', '1982-04-28'),
('Prisca', '1982-04-20'),
('Elsa', '1982-04-19'),
('Zaccaria', '1982-04-17'),
('Selvaggia', '1982-04-16'),
('Nayade', '1982-04-07'),
('Giordano', '1982-04-02'),
('Vienna', '1982-04-01'),
('Giovanna', '1982-03-30'),
('Dimitri', '1982-03-25'),
('Ortensia', '1982-03-24'),
('Leone', '1982-03-24'),
('Abramo', '1982-03-22'),
('Ivonne', '1982-03-17'),
